Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain
SRR1512952,22 months old,RNA-Seq,50,89448900,PRJNA254994,SAMN02907913,64232727,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650645,GSM1434440,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434440,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512953,22 months old,RNA-Seq,50,96829500,PRJNA254994,SAMN02907916,69965030,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650646,GSM1434441,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434441,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512954,22 months old,RNA-Seq,50,107244500,PRJNA254994,SAMN02907920,77413724,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650647,GSM1434442,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434442,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512955,22 months old,RNA-Seq,50,112480450,PRJNA254994,SAMN02907923,80719858,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650648,GSM1434443,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434443,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512956,22 months old,RNA-Seq,50,128380400,PRJNA254994,SAMN02907926,92130937,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650649,GSM1434444,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434444,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512957,22 months old,RNA-Seq,50,91907650,PRJNA254994,SAMN02907928,65882220,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650650,GSM1434445,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434445,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512958,22 months old,RNA-Seq,50,121214450,PRJNA254994,SAMN02907931,87550612,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650651,GSM1434446,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434446,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512959,22 months old,RNA-Seq,50,83067000,PRJNA254994,SAMN02907934,59617814,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650652,GSM1434447,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434447,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512960,22 months old,RNA-Seq,50,110818350,PRJNA254994,SAMN02907937,79340495,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650653,GSM1434448,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434448,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512961,22 months old,RNA-Seq,50,110094950,PRJNA254994,SAMN02907942,79219577,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650654,GSM1434449,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434449,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512962,22 months old,RNA-Seq,50,87596500,PRJNA254994,SAMN02907945,62895735,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650655,GSM1434450,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434450,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512963,22 months old,RNA-Seq,50,57360000,PRJNA254994,SAMN02907948,41287533,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650656,GSM1434451,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434451,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512964,22 months old,RNA-Seq,50,110566950,PRJNA254994,SAMN02907951,79441443,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650657,GSM1434452,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434452,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512965,22 months old,RNA-Seq,50,116386000,PRJNA254994,SAMN02907954,83451207,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650658,GSM1434453,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434453,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512966,22 months old,RNA-Seq,50,111101900,PRJNA254994,SAMN02907957,80314198,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650659,GSM1434454,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434454,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512967,22 months old,RNA-Seq,50,125080800,PRJNA254994,SAMN02907959,89495098,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650660,GSM1434455,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434455,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512968,22 months old,RNA-Seq,50,111380150,PRJNA254994,SAMN02907962,79754004,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650661,GSM1434456,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434456,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512969,22 months old,RNA-Seq,50,108543000,PRJNA254994,SAMN02907965,78181953,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650662,GSM1434457,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434457,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512970,22 months old,RNA-Seq,50,96616300,PRJNA254994,SAMN02907968,69525835,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650663,GSM1434458,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434458,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512971,22 months old,RNA-Seq,50,92943750,PRJNA254994,SAMN02907971,66755960,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650664,GSM1434459,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434459,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512972,22 months old,RNA-Seq,50,107261000,PRJNA254994,SAMN02907975,76945576,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650665,GSM1434460,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434460,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512973,22 months old,RNA-Seq,50,97610250,PRJNA254994,SAMN02907979,69881427,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650666,GSM1434461,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434461,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512974,22 months old,RNA-Seq,50,73339050,PRJNA254994,SAMN02907985,52967112,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650667,GSM1434462,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434462,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512975,22 months old,RNA-Seq,50,125451850,PRJNA254994,SAMN02907989,89516102,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650668,GSM1434463,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434463,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512976,22 months old,RNA-Seq,50,90020550,PRJNA254994,SAMN02907993,64317665,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650669,GSM1434464,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434464,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512977,22 months old,RNA-Seq,50,93026400,PRJNA254994,SAMN02907997,66917386,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650670,GSM1434465,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434465,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512978,22 months old,RNA-Seq,50,117862450,PRJNA254994,SAMN02908000,84459064,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650671,GSM1434466,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434466,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512979,22 months old,RNA-Seq,50,91352000,PRJNA254994,SAMN02908004,65339708,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650672,GSM1434467,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434467,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512980,22 months old,RNA-Seq,50,129847700,PRJNA254994,SAMN02908008,93508717,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650673,GSM1434468,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434468,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512981,22 months old,RNA-Seq,50,168605300,PRJNA254994,SAMN02908012,120636232,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650674,GSM1434469,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434469,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512982,22 months old,RNA-Seq,50,127637450,PRJNA254994,SAMN02908017,92108400,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650675,GSM1434470,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434470,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512983,22 months old,RNA-Seq,50,150700250,PRJNA254994,SAMN02908021,107582448,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650676,GSM1434471,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434471,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512984,22 months old,RNA-Seq,50,129576000,PRJNA254994,SAMN02908025,92521800,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650677,GSM1434472,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434472,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512985,22 months old,RNA-Seq,50,135840500,PRJNA254994,SAMN02908029,97745126,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650678,GSM1434473,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434473,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512986,22 months old,RNA-Seq,50,123071400,PRJNA254994,SAMN02908033,88512796,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650679,GSM1434474,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434474,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512987,22 months old,RNA-Seq,50,108794400,PRJNA254994,SAMN02908037,77893548,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650680,GSM1434475,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434475,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512988,22 months old,RNA-Seq,50,160967300,PRJNA254994,SAMN02908265,115295870,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650681,GSM1434476,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434476,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512989,22 months old,RNA-Seq,50,147480800,PRJNA254994,SAMN02908267,105651870,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650682,GSM1434477,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434477,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512990,22 months old,RNA-Seq,50,131924000,PRJNA254994,SAMN02908041,95016564,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650683,GSM1434478,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434478,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512991,22 months old,RNA-Seq,50,152814950,PRJNA254994,SAMN02908044,109210342,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650684,GSM1434479,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434479,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512992,22 months old,RNA-Seq,50,95670900,PRJNA254994,SAMN02908048,68592427,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650685,GSM1434480,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434480,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512993,22 months old,RNA-Seq,50,51452000,PRJNA254994,SAMN02908259,37139303,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650686,GSM1434481,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434481,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512994,22 months old,RNA-Seq,50,37895750,PRJNA254994,SAMN02908261,27298449,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650687,GSM1434482,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434482,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512995,22 months old,RNA-Seq,50,79855800,PRJNA254994,SAMN02908262,57460157,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650688,GSM1434483,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434483,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512996,22 months old,RNA-Seq,50,58714050,PRJNA254994,SAMN02908264,42418389,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650689,GSM1434484,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434484,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512997,22 months old,RNA-Seq,50,110614700,PRJNA254994,SAMN02908268,79403050,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650690,GSM1434485,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434485,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512998,22 months old,RNA-Seq,50,69569650,PRJNA254994,SAMN02908270,50424577,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650691,GSM1434486,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434486,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512999,22 months old,RNA-Seq,50,59163100,PRJNA254994,SAMN02908271,42563823,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650692,GSM1434487,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434487,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513000,22 months old,RNA-Seq,50,63254800,PRJNA254994,SAMN02908273,45473253,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650693,GSM1434488,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434488,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513001,22 months old,RNA-Seq,50,96242350,PRJNA254994,SAMN02908274,69335621,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650694,GSM1434489,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434489,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513002,22 months old,RNA-Seq,50,62596700,PRJNA254994,SAMN02908276,45070772,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650695,GSM1434490,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434490,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513003,22 months old,RNA-Seq,50,49365850,PRJNA254994,SAMN02908277,35516307,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650696,GSM1434491,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434491,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513004,22 months old,RNA-Seq,50,124872300,PRJNA254994,SAMN02908278,89527554,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650697,GSM1434492,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434492,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513005,22 months old,RNA-Seq,50,95665600,PRJNA254994,SAMN02908281,68743005,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650698,GSM1434493,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434493,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513006,22 months old,RNA-Seq,50,99619300,PRJNA254994,SAMN02908282,71978956,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650699,GSM1434494,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434494,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513007,22 months old,RNA-Seq,50,111123100,PRJNA254994,SAMN02908283,79404926,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650700,GSM1434495,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434495,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513008,22 months old,RNA-Seq,50,102120400,PRJNA254994,SAMN02908285,73177613,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650701,GSM1434496,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434496,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513009,22 months old,RNA-Seq,50,110474000,PRJNA254994,SAMN02908287,79397711,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650702,GSM1434497,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434497,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513010,22 months old,RNA-Seq,50,103421950,PRJNA254994,SAMN02908288,74203045,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650703,GSM1434498,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434498,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513011,22 months old,RNA-Seq,50,130360600,PRJNA254994,SAMN02908289,93382179,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650704,GSM1434499,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434499,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513012,22 months old,RNA-Seq,50,90947500,PRJNA254994,SAMN02908290,65746240,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650705,GSM1434500,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434500,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513013,22 months old,RNA-Seq,50,108294000,PRJNA254994,SAMN02908293,77741805,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650706,GSM1434501,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434501,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513014,22 months old,RNA-Seq,50,78081450,PRJNA254994,SAMN02908294,56623309,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650707,GSM1434502,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434502,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513015,22 months old,RNA-Seq,50,107841000,PRJNA254994,SAMN02908295,77183436,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650708,GSM1434503,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434503,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1513016,22 months old,RNA-Seq,50,105452950,PRJNA254994,SAMN02908302,75721020,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650709,GSM1434504,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1434504,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
